,Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
8671,All Killed and Injured Casualties,2014,35 - 44 years,Female,Other road users,Number,8
8673,All Killed and Injured Casualties,2014,45 - 54 years,Male,Pedestrians,Number,63
8674,All Killed and Injured Casualties,2014,45 - 54 years,Male,Pedal cyclists,Number,99
8675,All Killed and Injured Casualties,2014,45 - 54 years,Male,Motor cyclists,Number,53
8676,All Killed and Injured Casualties,2014,45 - 54 years,Male,All Car users,Number,261
8677,All Killed and Injured Casualties,2014,45 - 54 years,Male,Car drivers,Number,231
8678,All Killed and Injured Casualties,2014,45 - 54 years,Male,Car passengers,Number,30
8679,All Killed and Injured Casualties,2014,45 - 54 years,Male,Other road users,Number,90
8681,All Killed and Injured Casualties,2014,45 - 54 years,Female,Pedestrians,Number,43
8682,All Killed and Injured Casualties,2014,45 - 54 years,Female,Pedal cyclists,Number,36
8683,All Killed and Injured Casualties,2014,45 - 54 years,Female,Motor cyclists,Number,10
8684,All Killed and Injured Casualties,2014,45 - 54 years,Female,All Car users,Number,340
8685,All Killed and Injured Casualties,2014,45 - 54 years,Female,Car drivers,Number,239
8686,All Killed and Injured Casualties,2014,45 - 54 years,Female,Car passengers,Number,101
8687,All Killed and Injured Casualties,2014,45 - 54 years,Female,Other road users,Number,10
8689,All Killed and Injured Casualties,2014,55 - 64 years,Male,Pedestrians,Number,40
8690,All Killed and Injured Casualties,2014,55 - 64 years,Male,Pedal cyclists,Number,48
8691,All Killed and Injured Casualties,2014,55 - 64 years,Male,Motor cyclists,Number,31
8692,All Killed and Injured Casualties,2014,55 - 64 years,Male,All Car users,Number,163
8693,All Killed and Injured Casualties,2014,55 - 64 years,Male,Car drivers,Number,138
8694,All Killed and Injured Casualties,2014,55 - 64 years,Male,Car passengers,Number,25
8695,All Killed and Injured Casualties,2014,55 - 64 years,Male,Other road users,Number,46
8697,All Killed and Injured Casualties,2014,55 - 64 years,Female,Pedestrians,Number,54
8698,All Killed and Injured Casualties,2014,55 - 64 years,Female,Pedal cyclists,Number,19
8699,All Killed and Injured Casualties,2014,55 - 64 years,Female,Motor cyclists,Number,2
8700,All Killed and Injured Casualties,2014,55 - 64 years,Female,All Car users,Number,222
8701,All Killed and Injured Casualties,2014,55 - 64 years,Female,Car drivers,Number,148
8702,All Killed and Injured Casualties,2014,55 - 64 years,Female,Car passengers,Number,74
8703,All Killed and Injured Casualties,2014,55 - 64 years,Female,Other road users,Number,11
8705,All Killed and Injured Casualties,2014,65 years and over,Male,Pedestrians,Number,93
8706,All Killed and Injured Casualties,2014,65 years and over,Male,Pedal cyclists,Number,32
8707,All Killed and Injured Casualties,2014,65 years and over,Male,Motor cyclists,Number,9
8708,All Killed and Injured Casualties,2014,65 years and over,Male,All Car users,Number,239
8709,All Killed and Injured Casualties,2014,65 years and over,Male,Car drivers,Number,208
8710,All Killed and Injured Casualties,2014,65 years and over,Male,Car passengers,Number,31
8711,All Killed and Injured Casualties,2014,65 years and over,Male,Other road users,Number,31
8713,All Killed and Injured Casualties,2014,65 years and over,Female,Pedestrians,Number,91
8714,All Killed and Injured Casualties,2014,65 years and over,Female,Pedal cyclists,Number,5
8715,All Killed and Injured Casualties,2014,65 years and over,Female,Motor cyclists,Number,1
8716,All Killed and Injured Casualties,2014,65 years and over,Female,All Car users,Number,252
8717,All Killed and Injured Casualties,2014,65 years and over,Female,Car drivers,Number,142
8718,All Killed and Injured Casualties,2014,65 years and over,Female,Car passengers,Number,110
8719,All Killed and Injured Casualties,2014,65 years and over,Female,Other road users,Number,11
8753,All Killed and Injured Casualties,2015,0 - 5 years,Male,Pedestrians,Number,39
8754,All Killed and Injured Casualties,2015,0 - 5 years,Male,Pedal cyclists,Number,3
8755,All Killed and Injured Casualties,2015,0 - 5 years,Male,Motor cyclists,Number,0
8756,All Killed and Injured Casualties,2015,0 - 5 years,Male,All Car users,Number,61
8757,All Killed and Injured Casualties,2015,0 - 5 years,Male,Car drivers,Number,0
8758,All Killed and Injured Casualties,2015,0 - 5 years,Male,Car passengers,Number,61
8759,All Killed and Injured Casualties,2015,0 - 5 years,Male,Other road users,Number,3
8761,All Killed and Injured Casualties,2015,0 - 5 years,Female,Pedestrians,Number,14
8762,All Killed and Injured Casualties,2015,0 - 5 years,Female,Pedal cyclists,Number,1
8763,All Killed and Injured Casualties,2015,0 - 5 years,Female,Motor cyclists,Number,0
8764,All Killed and Injured Casualties,2015,0 - 5 years,Female,All Car users,Number,60
8765,All Killed and Injured Casualties,2015,0 - 5 years,Female,Car drivers,Number,0
8766,All Killed and Injured Casualties,2015,0 - 5 years,Female,Car passengers,Number,60
8767,All Killed and Injured Casualties,2015,0 - 5 years,Female,Other road users,Number,3
8769,All Killed and Injured Casualties,2015,6 - 9 years,Male,Pedestrians,Number,47
8770,All Killed and Injured Casualties,2015,6 - 9 years,Male,Pedal cyclists,Number,11
8771,All Killed and Injured Casualties,2015,6 - 9 years,Male,Motor cyclists,Number,0
8772,All Killed and Injured Casualties,2015,6 - 9 years,Male,All Car users,Number,32
8773,All Killed and Injured Casualties,2015,6 - 9 years,Male,Car drivers,Number,0
8774,All Killed and Injured Casualties,2015,6 - 9 years,Male,Car passengers,Number,32
8775,All Killed and Injured Casualties,2015,6 - 9 years,Male,Other road users,Number,5
8777,All Killed and Injured Casualties,2015,6 - 9 years,Female,Pedestrians,Number,19
8778,All Killed and Injured Casualties,2015,6 - 9 years,Female,Pedal cyclists,Number,5
8779,All Killed and Injured Casualties,2015,6 - 9 years,Female,Motor cyclists,Number,0
8780,All Killed and Injured Casualties,2015,6 - 9 years,Female,All Car users,Number,46
8781,All Killed and Injured Casualties,2015,6 - 9 years,Female,Car drivers,Number,0
8782,All Killed and Injured Casualties,2015,6 - 9 years,Female,Car passengers,Number,46
8783,All Killed and Injured Casualties,2015,6 - 9 years,Female,Other road users,Number,4
8785,All Killed and Injured Casualties,2015,10 - 14 years,Male,Pedestrians,Number,59
8786,All Killed and Injured Casualties,2015,10 - 14 years,Male,Pedal cyclists,Number,42
8787,All Killed and Injured Casualties,2015,10 - 14 years,Male,Motor cyclists,Number,0
8788,All Killed and Injured Casualties,2015,10 - 14 years,Male,All Car users,Number,49
8789,All Killed and Injured Casualties,2015,10 - 14 years,Male,Car drivers,Number,1
8790,All Killed and Injured Casualties,2015,10 - 14 years,Male,Car passengers,Number,48
8791,All Killed and Injured Casualties,2015,10 - 14 years,Male,Other road users,Number,14
8793,All Killed and Injured Casualties,2015,10 - 14 years,Female,Pedestrians,Number,40
8794,All Killed and Injured Casualties,2015,10 - 14 years,Female,Pedal cyclists,Number,8
8795,All Killed and Injured Casualties,2015,10 - 14 years,Female,Motor cyclists,Number,1
8796,All Killed and Injured Casualties,2015,10 - 14 years,Female,All Car users,Number,71
8797,All Killed and Injured Casualties,2015,10 - 14 years,Female,Car drivers,Number,0
8798,All Killed and Injured Casualties,2015,10 - 14 years,Female,Car passengers,Number,71
8799,All Killed and Injured Casualties,2015,10 - 14 years,Female,Other road users,Number,6
8801,All Killed and Injured Casualties,2015,15 - 17 years,Male,Pedestrians,Number,28
8802,All Killed and Injured Casualties,2015,15 - 17 years,Male,Pedal cyclists,Number,41
8803,All Killed and Injured Casualties,2015,15 - 17 years,Male,Motor cyclists,Number,9
8804,All Killed and Injured Casualties,2015,15 - 17 years,Male,All Car users,Number,81
8805,All Killed and Injured Casualties,2015,15 - 17 years,Male,Car drivers,Number,16
8806,All Killed and Injured Casualties,2015,15 - 17 years,Male,Car passengers,Number,65
8807,All Killed and Injured Casualties,2015,15 - 17 years,Male,Other road users,Number,18
8809,All Killed and Injured Casualties,2015,15 - 17 years,Female,Pedestrians,Number,34
8810,All Killed and Injured Casualties,2015,15 - 17 years,Female,Pedal cyclists,Number,5
8811,All Killed and Injured Casualties,2015,15 - 17 years,Female,Motor cyclists,Number,0
8812,All Killed and Injured Casualties,2015,15 - 17 years,Female,All Car users,Number,85
8813,All Killed and Injured Casualties,2015,15 - 17 years,Female,Car drivers,Number,4
8814,All Killed and Injured Casualties,2015,15 - 17 years,Female,Car passengers,Number,81
8815,All Killed and Injured Casualties,2015,15 - 17 years,Female,Other road users,Number,3
8817,All Killed and Injured Casualties,2015,18 - 20 years,Male,Pedestrians,Number,37
8818,All Killed and Injured Casualties,2015,18 - 20 years,Male,Pedal cyclists,Number,42
8819,All Killed and Injured Casualties,2015,18 - 20 years,Male,Motor cyclists,Number,19
8820,All Killed and Injured Casualties,2015,18 - 20 years,Male,All Car users,Number,252
8821,All Killed and Injured Casualties,2015,18 - 20 years,Male,Car drivers,Number,123
8822,All Killed and Injured Casualties,2015,18 - 20 years,Male,Car passengers,Number,129
8823,All Killed and Injured Casualties,2015,18 - 20 years,Male,Other road users,Number,23
8825,All Killed and Injured Casualties,2015,18 - 20 years,Female,Pedestrians,Number,29
8826,All Killed and Injured Casualties,2015,18 - 20 years,Female,Pedal cyclists,Number,14
8827,All Killed and Injured Casualties,2015,18 - 20 years,Female,Motor cyclists,Number,1
8828,All Killed and Injured Casualties,2015,18 - 20 years,Female,All Car users,Number,174
8829,All Killed and Injured Casualties,2015,18 - 20 years,Female,Car drivers,Number,66
8830,All Killed and Injured Casualties,2015,18 - 20 years,Female,Car passengers,Number,108
8831,All Killed and Injured Casualties,2015,18 - 20 years,Female,Other road users,Number,6
8833,All Killed and Injured Casualties,2015,21 - 24 years,Male,Pedestrians,Number,39
8834,All Killed and Injured Casualties,2015,21 - 24 years,Male,Pedal cyclists,Number,51
8835,All Killed and Injured Casualties,2015,21 - 24 years,Male,Motor cyclists,Number,26
8836,All Killed and Injured Casualties,2015,21 - 24 years,Male,All Car users,Number,334
8837,All Killed and Injured Casualties,2015,21 - 24 years,Male,Car drivers,Number,210
8838,All Killed and Injured Casualties,2015,21 - 24 years,Male,Car passengers,Number,124
8839,All Killed and Injured Casualties,2015,21 - 24 years,Male,Other road users,Number,25
8841,All Killed and Injured Casualties,2015,21 - 24 years,Female,Pedestrians,Number,48
8842,All Killed and Injured Casualties,2015,21 - 24 years,Female,Pedal cyclists,Number,25
8843,All Killed and Injured Casualties,2015,21 - 24 years,Female,Motor cyclists,Number,4
8844,All Killed and Injured Casualties,2015,21 - 24 years,Female,All Car users,Number,254
8845,All Killed and Injured Casualties,2015,21 - 24 years,Female,Car drivers,Number,158
8846,All Killed and Injured Casualties,2015,21 - 24 years,Female,Car passengers,Number,96
8847,All Killed and Injured Casualties,2015,21 - 24 years,Female,Other road users,Number,9
8849,All Killed and Injured Casualties,2015,25 - 34 years,Male,Pedestrians,Number,73
8850,All Killed and Injured Casualties,2015,25 - 34 years,Male,Pedal cyclists,Number,151
8851,All Killed and Injured Casualties,2015,25 - 34 years,Male,Motor cyclists,Number,86
8852,All Killed and Injured Casualties,2015,25 - 34 years,Male,All Car users,Number,536
8853,All Killed and Injured Casualties,2015,25 - 34 years,Male,Car drivers,Number,363
8854,All Killed and Injured Casualties,2015,25 - 34 years,Male,Car passengers,Number,173
8855,All Killed and Injured Casualties,2015,25 - 34 years,Male,Other road users,Number,102
8857,All Killed and Injured Casualties,2015,25 - 34 years,Female,Pedestrians,Number,63
8858,All Killed and Injured Casualties,2015,25 - 34 years,Female,Pedal cyclists,Number,75
8859,All Killed and Injured Casualties,2015,25 - 34 years,Female,Motor cyclists,Number,9
8860,All Killed and Injured Casualties,2015,25 - 34 years,Female,All Car users,Number,536
8861,All Killed and Injured Casualties,2015,25 - 34 years,Female,Car drivers,Number,374
8862,All Killed and Injured Casualties,2015,25 - 34 years,Female,Car passengers,Number,162
8863,All Killed and Injured Casualties,2015,25 - 34 years,Female,Other road users,Number,30
8865,All Killed and Injured Casualties,2015,35 - 44 years,Male,Pedestrians,Number,74
8866,All Killed and Injured Casualties,2015,35 - 44 years,Male,Pedal cyclists,Number,154
8867,All Killed and Injured Casualties,2015,35 - 44 years,Male,Motor cyclists,Number,81
8868,All Killed and Injured Casualties,2015,35 - 44 years,Male,All Car users,Number,397
8869,All Killed and Injured Casualties,2015,35 - 44 years,Male,Car drivers,Number,316
8870,All Killed and Injured Casualties,2015,35 - 44 years,Male,Car passengers,Number,81
8871,All Killed and Injured Casualties,2015,35 - 44 years,Male,Other road users,Number,99
8873,All Killed and Injured Casualties,2015,35 - 44 years,Female,Pedestrians,Number,47
8874,All Killed and Injured Casualties,2015,35 - 44 years,Female,Pedal cyclists,Number,48
8875,All Killed and Injured Casualties,2015,35 - 44 years,Female,Motor cyclists,Number,6
8876,All Killed and Injured Casualties,2015,35 - 44 years,Female,All Car users,Number,433
8877,All Killed and Injured Casualties,2015,35 - 44 years,Female,Car drivers,Number,330
8878,All Killed and Injured Casualties,2015,35 - 44 years,Female,Car passengers,Number,103
8879,All Killed and Injured Casualties,2015,35 - 44 years,Female,Other road users,Number,18
8881,All Killed and Injured Casualties,2015,45 - 54 years,Male,Pedestrians,Number,57
8882,All Killed and Injured Casualties,2015,45 - 54 years,Male,Pedal cyclists,Number,120
8883,All Killed and Injured Casualties,2015,45 - 54 years,Male,Motor cyclists,Number,47
8884,All Killed and Injured Casualties,2015,45 - 54 years,Male,All Car users,Number,242
8885,All Killed and Injured Casualties,2015,45 - 54 years,Male,Car drivers,Number,207
8886,All Killed and Injured Casualties,2015,45 - 54 years,Male,Car passengers,Number,35
8887,All Killed and Injured Casualties,2015,45 - 54 years,Male,Other road users,Number,88
8889,All Killed and Injured Casualties,2015,45 - 54 years,Female,Pedestrians,Number,44
8890,All Killed and Injured Casualties,2015,45 - 54 years,Female,Pedal cyclists,Number,22
8891,All Killed and Injured Casualties,2015,45 - 54 years,Female,Motor cyclists,Number,5
8892,All Killed and Injured Casualties,2015,45 - 54 years,Female,All Car users,Number,322
8893,All Killed and Injured Casualties,2015,45 - 54 years,Female,Car drivers,Number,240
