,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
8254,All Killed and Injured Casualties,2014,35 - 44 years,Female,Car passengers,Number,159
8255,All Killed and Injured Casualties,2014,35 - 44 years,Female,Other road users,Number,8
8257,All Killed and Injured Casualties,2014,45 - 54 years,Male,Pedestrians,Number,63
8258,All Killed and Injured Casualties,2014,45 - 54 years,Male,Pedal cyclists,Number,99
8259,All Killed and Injured Casualties,2014,45 - 54 years,Male,Motor cyclists,Number,53
8261,All Killed and Injured Casualties,2014,45 - 54 years,Male,Car drivers,Number,231
8262,All Killed and Injured Casualties,2014,45 - 54 years,Male,Car passengers,Number,30
8263,All Killed and Injured Casualties,2014,45 - 54 years,Male,Other road users,Number,90
8265,All Killed and Injured Casualties,2014,45 - 54 years,Female,Pedestrians,Number,43
8266,All Killed and Injured Casualties,2014,45 - 54 years,Female,Pedal cyclists,Number,36
8267,All Killed and Injured Casualties,2014,45 - 54 years,Female,Motor cyclists,Number,10
8269,All Killed and Injured Casualties,2014,45 - 54 years,Female,Car drivers,Number,239
8270,All Killed and Injured Casualties,2014,45 - 54 years,Female,Car passengers,Number,101
8271,All Killed and Injured Casualties,2014,45 - 54 years,Female,Other road users,Number,10
8273,All Killed and Injured Casualties,2014,55 - 64 years,Male,Pedestrians,Number,40
8274,All Killed and Injured Casualties,2014,55 - 64 years,Male,Pedal cyclists,Number,48
8275,All Killed and Injured Casualties,2014,55 - 64 years,Male,Motor cyclists,Number,31
8277,All Killed and Injured Casualties,2014,55 - 64 years,Male,Car drivers,Number,138
8278,All Killed and Injured Casualties,2014,55 - 64 years,Male,Car passengers,Number,25
8279,All Killed and Injured Casualties,2014,55 - 64 years,Male,Other road users,Number,46
8281,All Killed and Injured Casualties,2014,55 - 64 years,Female,Pedestrians,Number,54
8282,All Killed and Injured Casualties,2014,55 - 64 years,Female,Pedal cyclists,Number,19
8283,All Killed and Injured Casualties,2014,55 - 64 years,Female,Motor cyclists,Number,2
8285,All Killed and Injured Casualties,2014,55 - 64 years,Female,Car drivers,Number,148
8286,All Killed and Injured Casualties,2014,55 - 64 years,Female,Car passengers,Number,74
8287,All Killed and Injured Casualties,2014,55 - 64 years,Female,Other road users,Number,11
8289,All Killed and Injured Casualties,2014,65 years and over,Male,Pedestrians,Number,93
8290,All Killed and Injured Casualties,2014,65 years and over,Male,Pedal cyclists,Number,32
8291,All Killed and Injured Casualties,2014,65 years and over,Male,Motor cyclists,Number,9
8293,All Killed and Injured Casualties,2014,65 years and over,Male,Car drivers,Number,208
8294,All Killed and Injured Casualties,2014,65 years and over,Male,Car passengers,Number,31
8295,All Killed and Injured Casualties,2014,65 years and over,Male,Other road users,Number,31
8297,All Killed and Injured Casualties,2014,65 years and over,Female,Pedestrians,Number,91
8298,All Killed and Injured Casualties,2014,65 years and over,Female,Pedal cyclists,Number,5
8299,All Killed and Injured Casualties,2014,65 years and over,Female,Motor cyclists,Number,1
8301,All Killed and Injured Casualties,2014,65 years and over,Female,Car drivers,Number,142
8302,All Killed and Injured Casualties,2014,65 years and over,Female,Car passengers,Number,110
8303,All Killed and Injured Casualties,2014,65 years and over,Female,Other road users,Number,11
8305,All Killed and Injured Casualties,2014,Age unknown,Male,Pedestrians,Number,4
8306,All Killed and Injured Casualties,2014,Age unknown,Male,Pedal cyclists,Number,4
8307,All Killed and Injured Casualties,2014,Age unknown,Male,Motor cyclists,Number,1
8309,All Killed and Injured Casualties,2014,Age unknown,Male,Car drivers,Number,15
8310,All Killed and Injured Casualties,2014,Age unknown,Male,Car passengers,Number,13
8311,All Killed and Injured Casualties,2014,Age unknown,Male,Other road users,Number,1
8313,All Killed and Injured Casualties,2014,Age unknown,Female,Pedestrians,Number,4
8314,All Killed and Injured Casualties,2014,Age unknown,Female,Pedal cyclists,Number,0
8315,All Killed and Injured Casualties,2014,Age unknown,Female,Motor cyclists,Number,0
8317,All Killed and Injured Casualties,2014,Age unknown,Female,Car drivers,Number,4
8318,All Killed and Injured Casualties,2014,Age unknown,Female,Car passengers,Number,8
8319,All Killed and Injured Casualties,2014,Age unknown,Female,Other road users,Number,1
8321,All Killed and Injured Casualties,2015,All ages,Male,Pedestrians,Number,579
8322,All Killed and Injured Casualties,2015,All ages,Male,Pedal cyclists,Number,701
8323,All Killed and Injured Casualties,2015,All ages,Male,Motor cyclists,Number,321
8325,All Killed and Injured Casualties,2015,All ages,Male,Car drivers,Number,1601
8326,All Killed and Injured Casualties,2015,All ages,Male,Car passengers,Number,821
8327,All Killed and Injured Casualties,2015,All ages,Male,Other road users,Number,474
8329,All Killed and Injured Casualties,2015,All ages,Female,Pedestrians,Number,484
8330,All Killed and Injured Casualties,2015,All ages,Female,Pedal cyclists,Number,229
8331,All Killed and Injured Casualties,2015,All ages,Female,Motor cyclists,Number,32
8333,All Killed and Injured Casualties,2015,All ages,Female,Car drivers,Number,1497
8334,All Killed and Injured Casualties,2015,All ages,Female,Car passengers,Number,988
8335,All Killed and Injured Casualties,2015,All ages,Female,Other road users,Number,105
8337,All Killed and Injured Casualties,2015,0 - 5 years,Male,Pedestrians,Number,39
8338,All Killed and Injured Casualties,2015,0 - 5 years,Male,Pedal cyclists,Number,3
8339,All Killed and Injured Casualties,2015,0 - 5 years,Male,Motor cyclists,Number,0
8341,All Killed and Injured Casualties,2015,0 - 5 years,Male,Car drivers,Number,0
8342,All Killed and Injured Casualties,2015,0 - 5 years,Male,Car passengers,Number,61
8343,All Killed and Injured Casualties,2015,0 - 5 years,Male,Other road users,Number,3
8345,All Killed and Injured Casualties,2015,0 - 5 years,Female,Pedestrians,Number,14
8346,All Killed and Injured Casualties,2015,0 - 5 years,Female,Pedal cyclists,Number,1
8347,All Killed and Injured Casualties,2015,0 - 5 years,Female,Motor cyclists,Number,0
8349,All Killed and Injured Casualties,2015,0 - 5 years,Female,Car drivers,Number,0
8350,All Killed and Injured Casualties,2015,0 - 5 years,Female,Car passengers,Number,60
8351,All Killed and Injured Casualties,2015,0 - 5 years,Female,Other road users,Number,3
8353,All Killed and Injured Casualties,2015,6 - 9 years,Male,Pedestrians,Number,47
8354,All Killed and Injured Casualties,2015,6 - 9 years,Male,Pedal cyclists,Number,11
8355,All Killed and Injured Casualties,2015,6 - 9 years,Male,Motor cyclists,Number,0
8357,All Killed and Injured Casualties,2015,6 - 9 years,Male,Car drivers,Number,0
8358,All Killed and Injured Casualties,2015,6 - 9 years,Male,Car passengers,Number,32
8359,All Killed and Injured Casualties,2015,6 - 9 years,Male,Other road users,Number,5
8361,All Killed and Injured Casualties,2015,6 - 9 years,Female,Pedestrians,Number,19
8362,All Killed and Injured Casualties,2015,6 - 9 years,Female,Pedal cyclists,Number,5
8363,All Killed and Injured Casualties,2015,6 - 9 years,Female,Motor cyclists,Number,0
8365,All Killed and Injured Casualties,2015,6 - 9 years,Female,Car drivers,Number,0
8366,All Killed and Injured Casualties,2015,6 - 9 years,Female,Car passengers,Number,46
8367,All Killed and Injured Casualties,2015,6 - 9 years,Female,Other road users,Number,4
8369,All Killed and Injured Casualties,2015,10 - 14 years,Male,Pedestrians,Number,59
8370,All Killed and Injured Casualties,2015,10 - 14 years,Male,Pedal cyclists,Number,42
8371,All Killed and Injured Casualties,2015,10 - 14 years,Male,Motor cyclists,Number,0
8373,All Killed and Injured Casualties,2015,10 - 14 years,Male,Car drivers,Number,1
8374,All Killed and Injured Casualties,2015,10 - 14 years,Male,Car passengers,Number,48
8375,All Killed and Injured Casualties,2015,10 - 14 years,Male,Other road users,Number,14
8377,All Killed and Injured Casualties,2015,10 - 14 years,Female,Pedestrians,Number,40
8378,All Killed and Injured Casualties,2015,10 - 14 years,Female,Pedal cyclists,Number,8
8379,All Killed and Injured Casualties,2015,10 - 14 years,Female,Motor cyclists,Number,1
8381,All Killed and Injured Casualties,2015,10 - 14 years,Female,Car drivers,Number,0
8382,All Killed and Injured Casualties,2015,10 - 14 years,Female,Car passengers,Number,71
8383,All Killed and Injured Casualties,2015,10 - 14 years,Female,Other road users,Number,6
8385,All Killed and Injured Casualties,2015,15 - 17 years,Male,Pedestrians,Number,28
8386,All Killed and Injured Casualties,2015,15 - 17 years,Male,Pedal cyclists,Number,41
8387,All Killed and Injured Casualties,2015,15 - 17 years,Male,Motor cyclists,Number,9
8389,All Killed and Injured Casualties,2015,15 - 17 years,Male,Car drivers,Number,16
8390,All Killed and Injured Casualties,2015,15 - 17 years,Male,Car passengers,Number,65
8391,All Killed and Injured Casualties,2015,15 - 17 years,Male,Other road users,Number,18
8393,All Killed and Injured Casualties,2015,15 - 17 years,Female,Pedestrians,Number,34
8394,All Killed and Injured Casualties,2015,15 - 17 years,Female,Pedal cyclists,Number,5
8395,All Killed and Injured Casualties,2015,15 - 17 years,Female,Motor cyclists,Number,0
8397,All Killed and Injured Casualties,2015,15 - 17 years,Female,Car drivers,Number,4
8398,All Killed and Injured Casualties,2015,15 - 17 years,Female,Car passengers,Number,81
8399,All Killed and Injured Casualties,2015,15 - 17 years,Female,Other road users,Number,3
8401,All Killed and Injured Casualties,2015,18 - 20 years,Male,Pedestrians,Number,37
8402,All Killed and Injured Casualties,2015,18 - 20 years,Male,Pedal cyclists,Number,42
8403,All Killed and Injured Casualties,2015,18 - 20 years,Male,Motor cyclists,Number,19
8405,All Killed and Injured Casualties,2015,18 - 20 years,Male,Car drivers,Number,123
8406,All Killed and Injured Casualties,2015,18 - 20 years,Male,Car passengers,Number,129
8407,All Killed and Injured Casualties,2015,18 - 20 years,Male,Other road users,Number,23
8409,All Killed and Injured Casualties,2015,18 - 20 years,Female,Pedestrians,Number,29
8410,All Killed and Injured Casualties,2015,18 - 20 years,Female,Pedal cyclists,Number,14
8411,All Killed and Injured Casualties,2015,18 - 20 years,Female,Motor cyclists,Number,1
8413,All Killed and Injured Casualties,2015,18 - 20 years,Female,Car drivers,Number,66
8414,All Killed and Injured Casualties,2015,18 - 20 years,Female,Car passengers,Number,108
8415,All Killed and Injured Casualties,2015,18 - 20 years,Female,Other road users,Number,6
8417,All Killed and Injured Casualties,2015,21 - 24 years,Male,Pedestrians,Number,39
8418,All Killed and Injured Casualties,2015,21 - 24 years,Male,Pedal cyclists,Number,51
8419,All Killed and Injured Casualties,2015,21 - 24 years,Male,Motor cyclists,Number,26
8421,All Killed and Injured Casualties,2015,21 - 24 years,Male,Car drivers,Number,210
8422,All Killed and Injured Casualties,2015,21 - 24 years,Male,Car passengers,Number,124
8423,All Killed and Injured Casualties,2015,21 - 24 years,Male,Other road users,Number,25
8425,All Killed and Injured Casualties,2015,21 - 24 years,Female,Pedestrians,Number,48
8426,All Killed and Injured Casualties,2015,21 - 24 years,Female,Pedal cyclists,Number,25
8427,All Killed and Injured Casualties,2015,21 - 24 years,Female,Motor cyclists,Number,4
8429,All Killed and Injured Casualties,2015,21 - 24 years,Female,Car drivers,Number,158
8430,All Killed and Injured Casualties,2015,21 - 24 years,Female,Car passengers,Number,96
8431,All Killed and Injured Casualties,2015,21 - 24 years,Female,Other road users,Number,9
8433,All Killed and Injured Casualties,2015,25 - 34 years,Male,Pedestrians,Number,73
8434,All Killed and Injured Casualties,2015,25 - 34 years,Male,Pedal cyclists,Number,151
8435,All Killed and Injured Casualties,2015,25 - 34 years,Male,Motor cyclists,Number,86
8437,All Killed and Injured Casualties,2015,25 - 34 years,Male,Car drivers,Number,363
8438,All Killed and Injured Casualties,2015,25 - 34 years,Male,Car passengers,Number,173
8439,All Killed and Injured Casualties,2015,25 - 34 years,Male,Other road users,Number,102
8441,All Killed and Injured Casualties,2015,25 - 34 years,Female,Pedestrians,Number,63
8442,All Killed and Injured Casualties,2015,25 - 34 years,Female,Pedal cyclists,Number,75
8443,All Killed and Injured Casualties,2015,25 - 34 years,Female,Motor cyclists,Number,9
8445,All Killed and Injured Casualties,2015,25 - 34 years,Female,Car drivers,Number,374
8446,All Killed and Injured Casualties,2015,25 - 34 years,Female,Car passengers,Number,162
8447,All Killed and Injured Casualties,2015,25 - 34 years,Female,Other road users,Number,30
8449,All Killed and Injured Casualties,2015,35 - 44 years,Male,Pedestrians,Number,74
8450,All Killed and Injured Casualties,2015,35 - 44 years,Male,Pedal cyclists,Number,154
8451,All Killed and Injured Casualties,2015,35 - 44 years,Male,Motor cyclists,Number,81
8453,All Killed and Injured Casualties,2015,35 - 44 years,Male,Car drivers,Number,316
8454,All Killed and Injured Casualties,2015,35 - 44 years,Male,Car passengers,Number,81
8455,All Killed and Injured Casualties,2015,35 - 44 years,Male,Other road users,Number,99
8457,All Killed and Injured Casualties,2015,35 - 44 years,Female,Pedestrians,Number,47
8458,All Killed and Injured Casualties,2015,35 - 44 years,Female,Pedal cyclists,Number,48
8459,All Killed and Injured Casualties,2015,35 - 44 years,Female,Motor cyclists,Number,6
8461,All Killed and Injured Casualties,2015,35 - 44 years,Female,Car drivers,Number,330
8462,All Killed and Injured Casualties,2015,35 - 44 years,Female,Car passengers,Number,103
8463,All Killed and Injured Casualties,2015,35 - 44 years,Female,Other road users,Number,18
8465,All Killed and Injured Casualties,2015,45 - 54 years,Male,Pedestrians,Number,57
8466,All Killed and Injured Casualties,2015,45 - 54 years,Male,Pedal cyclists,Number,120
8467,All Killed and Injured Casualties,2015,45 - 54 years,Male,Motor cyclists,Number,47
8469,All Killed and Injured Casualties,2015,45 - 54 years,Male,Car drivers,Number,207
8470,All Killed and Injured Casualties,2015,45 - 54 years,Male,Car passengers,Number,35
8471,All Killed and Injured Casualties,2015,45 - 54 years,Male,Other road users,Number,88
8473,All Killed and Injured Casualties,2015,45 - 54 years,Female,Pedestrians,Number,44
8474,All Killed and Injured Casualties,2015,45 - 54 years,Female,Pedal cyclists,Number,22
8475,All Killed and Injured Casualties,2015,45 - 54 years,Female,Motor cyclists,Number,5
8477,All Killed and Injured Casualties,2015,45 - 54 years,Female,Car drivers,Number,240
8478,All Killed and Injured Casualties,2015,45 - 54 years,Female,Car passengers,Number,82
